,CASEID,SURV_LANG,FITIN,FRIEND1,FRIEND2,FRIEND3,FRIEND4_1,FRIEND4_2,FRIEND4_3,FRIEND4_4,FRIEND4_5,FRIEND4_6,FRIEND5,FRIEND6_1,FRIEND6_2,FRIEND6_3,FRIEND6_4,FRIEND6_5,FRIEND6_6,FRIEND6_7,DEVICEA,DEVICEB,DEVICEC,DEVICED,HOMEWORKA,HOMEWORKB,HOMEWORKC,INTREQ,GAMING,SNS1_1,SNS1_2,SNS1_3,SNS1_4,SNS1_5,SNS1_6,SNS1_7,SNS1_8,SNS2,SOC1,SOC1A_GOOD_1,SOC1A_GOOD_2,SOC1A_GOOD_3,SOC1A_GOOD_4,SOC1A_GOOD_5,SOC1A_GOOD_6,SOC1A_GOOD_7,SOC1A_BAD_1,SOC1A_BAD_2,SOC1A_BAD_3,SOC1A_BAD_4,SOC1A_BAD_5,SOC1A_BAD_6,SOC1A_BAD_7,SOC1A_OTHER,SOC1A_DK_REF,POST1A,POST1B,POST1C,POST1D,POST1E,POST2_1,POST2_2,POST2_3,POST2_4,POST2_5,POST2_6,POST2_7,POST2_8,SOC2POSA,SOC2POSB,SOC2POSC,SOC2POSD,SOC2NEGA,SOC2NEGB,SOC2NEGC,SOC2NEGD,SOC4A,SOC4B,SOC4C,SOC4D,SOC5A,SOC5B,SOC5C,SOC6,SOC7_1,SOC7_2,SOC7_3,SOC7_4,SOC7_5,SOC7_6,SOCEXPA,SOCEXPB,SOCEXPC,SOCEXPD,WORRYA,WORRYB,WORRYC,LIMITA,LIMITB,LIMITC,CELL1_1,CELL1_2,CELL1_3,CELL1_4,CELL1_5,CELL1_6,CELL2A,CELL2B,CELL2C,CELL2D,CELL3A,CELL3B,CELL3C,DISTRACT,GROUP1,GROUP2_1,GROUP2_2,GROUP2_3,GROUP2_4,GROUP2_5,GROUP2_6,GROUP2_7,GROUP2_8,GROUP2_9,GROUP2_10,GROUP2_11,GROUP3A,GROUP3B,GROUP3C,GROUP3D,OH1A,OH1B,OH1C,OH1D,OH2A,OH2B,OH2C,OH2D,OH2E,OH2F,OH3_1,OH3_2,OH3_3,OH3_4,OH3_5,OH3_6,OH3_7,GUN1,GUN2A,GUN2B,GUN2C,GUN2D,GUN2E,GENDER,AGE,P_EDUC,RACETHNICITY,HOME_TYPE,HOUSING,INCOME,INTERNET,PHONESERVICE,METRO,REGION4,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,CO_DATE,DURATION,SURV_MODE,MODE_END,DEVICE,WEIGHT
192,759,,2,2,3,3,1,1,0,1,0,0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,4,4,4,2,1,0,1,1,1,1,0,0,0,4.0,2,,,,,,,,,,,,,1.0,,,,1,3.0,3.0,2.0,3.0,1,1,1,0,0,1,1,0,3,2,3,2,2,2,1.0,1,2.0,2.0,1.0,2.0,4,4,4,2,1.0,0.0,0.0,1.0,1.0,0.0,77,4,3,3,1,1,3,2,2,2.0,1,0,0,0,1,0,2,4,1,4,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,1,2,1,1,4,4,4,3,4,4,1,0,1,0,1,1,0,2,1,4,2,1,3,2.0,16,13.0,1.0,1,2,10,1,2,1,3,4,0,0,1,1,2,20180317,18.86666667,2,2,,0.353116083
193,764,,2,1,1,1,0,0,0,0,0,1,3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,1,1,4,3,4,2,1,0,0,1,1,1,0,0,0,4.0,3,,,,,,,,,,,,,,,,,4,3.0,2.0,4.0,3.0,1,1,1,0,0,0,0,0,2,3,2,3,3,3,3.0,3,2.0,2.0,1.0,2.0,2,4,1,3,,,,,,,77,3,4,2,1,1,1,1,2,1.0,1,0,1,0,1,0,1,2,2,3,2.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,2,2,2,3,2,3,2,2,2,3,0,0,0,0,1,1,0,3,1,1,2,3,2,1.0,13,12.0,4.0,3,1,7,1,4,1,4,4,1,0,0,0,3,20180309,22.4,2,2,,1.059724343
194,765,,2,4,1,2,0,0,0,0,0,1,2,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,2,1,1,3,3,4,1,1,0,1,0,1,1,0,0,0,4.0,2,,,,,,,,1.0,,,,,,,,,3,4.0,3.0,3.0,4.0,0,0,0,0,0,0,1,0,2,2,3,2,1,2,3.0,1,1.0,2.0,1.0,1.0,4,4,4,2,1.0,0.0,0.0,1.0,1.0,0.0,1,2,1,1,1,1,1,1,1,1.0,1,0,1,0,1,0,2,2,2,2,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1,1,2,1,2,3,3,3,3,3,1,1,1,0,1,1,0,4,1,3,3,2,2,2.0,16,9.0,1.0,1,1,13,1,4,1,2,5,0,0,2,1,2,20180322,9.05,2,2,,0.622347849
195,767,,2,2,2,3,1,1,0,0,0,0,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,1,1,2,1,1,2,1,0,0,0,0,1,0,0,0,,2,,,,,,,,,,1.0,,,,,,,3,1.0,4.0,4.0,1.0,0,0,0,0,0,0,0,1,3,1,3,3,2,2,1.0,1,2.0,1.0,1.0,1.0,4,4,3,3,,,,,,,2,1,3,4,3,3,2,2,2,2.0,1,0,1,0,1,0,3,1,1,1,1.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1,1,1,1,4,2,3,1,3,3,0,0,0,0,0,0,1,1,1,1,2,2,1,2.0,14,11.0,2.0,3,2,4,0,4,1,4,4,0,0,1,2,1,20180325,16.16666667,2,2,,0.038996651
196,769,,2,4,2,3,0,1,0,0,0,0,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,4,4,3,2,1,1,0,1,0,1,0,1,0,5.0,2,,,,,,,,,,,1.0,,,,,,3,3.0,3.0,2.0,4.0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2.0,2,1.0,1.0,1.0,2.0,2,2,4,2,1.0,0.0,1.0,0.0,0.0,0.0,2,2,2,2,2,3,2,1,1,1.0,0,0,0,0,0,1,2,2,3,4,4.0,3.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2,1,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,2,4,4,1,2,2,2.0,15,12.0,1.0,1,1,3,1,3,1,3,6,0,0,1,2,6,20180312,10.93333333,2,2,,0.928553638
198,772,,1,4,1,2,0,0,0,1,0,0,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,2,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,4.0,1,,,,,,1.0,,,,,,,,,,,3,2.0,2.0,2.0,2.0,0,0,1,0,0,0,0,0,1,1,1,1,3,3,3.0,3,1.0,1.0,2.0,1.0,4,4,3,3,,,,,,,1,2,1,1,1,1,1,2,2,2.0,1,0,0,0,0,0,1,2,1,4,2.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,1,2,2,3,2,4,4,2,4,4,0,0,0,0,0,0,1,1,1,4,1,1,1,1.0,13,10.0,1.0,1,2,8,0,4,0,2,3,0,0,0,1,2,20180327,9.966666667,2,2,,0.807954012
199,786,,2,4,4,3,0,0,0,0,0,1,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,4,3,4,1,1,1,1,0,0,1,0,0,0,5.0,3,,,,,,,,,,,,,,,,,4,4.0,4.0,3.0,3.0,0,0,0,0,0,0,0,1,3,2,2,3,3,3,3.0,3,1.0,1.0,1.0,1.0,3,3,4,3,,,,,,,1,3,2,3,1,3,1,2,1,2.0,1,0,1,0,0,0,3,1,1,3,3.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1,1,1,1,4,4,3,1,2,1,0,0,0,0,0,0,1,3,2,4,2,1,1,1.0,15,10.0,1.0,1,1,6,1,3,1,3,4,0,0,0,2,2,20180406,15.2,2,2,,0.413154435
201,790,,2,2,3,3,0,0,0,1,1,0,2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,2,1,2,4,3,3,2,1,0,1,1,0,1,0,0,0,2.0,2,,,,,,,,,,,1.0,,,,,,4,2.0,2.0,4.0,4.0,1,0,0,0,0,0,0,0,3,1,3,3,3,2,3.0,3,1.0,1.0,2.0,1.0,4,4,4,3,,,,,,,2,4,2,1,3,3,3,1,1,1.0,0,1,0,1,0,0,3,2,2,4,4.0,3.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,1,1,1,1,3,4,2,2,1,2,0,0,0,0,0,0,1,3,1,1,3,1,2,1.0,17,13.0,1.0,1,1,14,1,1,0,1,5,2,0,0,0,3,20180329,18.93333333,2,2,,0.753542549
202,792,,2,1,1,3,0,0,1,0,0,0,4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1,4,4,4,2,1,0,1,1,0,0,0,0,0,2.0,3,,,,,,,,,,,,,,,,,3,3.0,3.0,2.0,3.0,1,0,0,0,0,0,0,0,2,2,1,2,3,2,3.0,3,1.0,1.0,2.0,1.0,3,2,2,3,,,,,,,1,3,1,1,3,3,3,2,2,1.0,1,0,0,0,0,0,1,2,2,3,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,2,2,2,2,3,3,3,2,2,3,0,0,0,0,0,0,1,4,4,2,3,2,3,1.0,17,13.0,1.0,3,1,14,1,4,1,3,6,0,1,2,1,2,20180308,41.53333333,2,2,,0.472510116
203,796,,2,1,2,3,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,1,1,4,4,4,1,1,0,0,1,1,0,0,0,0,3.0,3,,,,,,,,,,,,,,,,,2,3.0,4.0,2.0,4.0,0,0,0,0,0,0,0,1,1,2,1,2,3,2,3.0,3,1.0,1.0,2.0,1.0,1,2,2,1,1.0,1.0,0.0,1.0,0.0,0.0,1,3,2,1,3,3,3,2,2,2.0,1,0,0,0,0,0,1,2,1,3,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2,1,1,2,2,2,1,1,2,2,1,1,1,0,0,0,0,2,1,2,2,1,1,1.0,16,10.0,2.0,1,1,6,1,2,1,2,5,0,0,2,1,2,20180308,11.75,2,2,,0.411998491
204,798,,1,4,4,3,0,0,0,0,0,1,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,4,4,4,3,1,0,0,0,0,1,0,0,0,,3,,,,,,,,,,,,,,,,,4,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3.0,3,1.0,1.0,1.0,1.0,4,4,4,4,,,,,,,77,77,2,77,3,3,3,2,2,2.0,0,0,0,0,0,1,4,4,4,4,4.0,4.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,2,2,2,2,4,3,2,2,2,3,0,0,0,0,0,0,1,3,2,3,3,3,2,1.0,17,13.0,1.0,1,1,12,1,1,1,4,3,0,0,0,1,2,20180307,9.4,2,2,,0.426401696
205,801,,2,4,1,2,0,0,1,0,1,0,2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,2,1,1,4,4,4,1,1,1,1,1,1,1,0,0,0,2.0,3,,,,,,,,,,,,,,,,,3,3.0,2.0,2.0,3.0,1,1,0,0,0,0,1,0,1,2,2,1,3,2,3.0,3,1.0,1.0,2.0,1.0,2,4,4,2,1.0,0.0,0.0,1.0,0.0,0.0,1,2,1,1,1,3,2,2,1,1.0,1,0,0,0,1,0,1,2,1,4,3.0,1.0,4.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,1,1,1,1,3,4,4,2,4,3,1,0,1,0,1,0,0,2,1,1,2,1,1,1.0,14,11.0,4.0,3,2,7,1,4,0,2,6,1,0,1,1,3,20180309,11.65,2,2,,0.602388619
208,814,,1,1,1,2,0,0,0,1,1,0,3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,2,1,1,4,3,2,2,1,1,1,1,1,1,0,0,0,4.0,2,,,,,,,,,,,,,,,98.0,,2,3.0,2.0,2.0,4.0,1,0,1,0,0,0,1,0,2,2,2,2,2,1,3.0,2,1.0,1.0,1.0,1.0,2,1,4,2,1.0,1.0,0.0,1.0,1.0,0.0,3,3,1,2,1,1,3,1,2,1.0,1,0,1,0,1,0,2,2,2,3,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1,1,1,1,3,3,1,1,3,2,0,0,1,0,0,0,0,1,1,1,4,1,1,2.0,14,13.0,1.0,1,1,16,1,4,1,2,4,0,0,1,1,2,20180309,12.06666667,2,2,,0.337701688
209,816,,2,2,1,2,1,0,0,1,1,0,3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,2,4,3,4,1,1,0,1,0,0,1,0,0,0,2.0,1,1.0,,,,,,,,,,,,,,,,2,3.0,3.0,2.0,4.0,1,0,0,0,1,0,1,0,3,1,2,2,3,3,3.0,2,1.0,1.0,2.0,1.0,4,4,4,3,,,,,,,3,3,1,1,1,1,3,1,1,2.0,1,1,0,1,0,0,1,1,1,3,2.0,1.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1,1,2,1,4,4,3,2,2,2,0,0,0,0,0,0,1,2,1,1,4,1,2,1.0,17,12.0,4.0,1,1,16,1,3,1,2,6,1,0,2,1,3,20180408,14.0,2,2,,0.863426527
210,817,,1,2,1,2,0,0,1,0,1,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1,4,4,4,2,1,0,1,0,1,0,0,0,0,2.0,1,,,,,,,,,,,,,,,98.0,,4,4.0,2.0,4.0,4.0,1,0,1,0,0,0,0,0,3,3,2,2,3,3,3.0,3,2.0,1.0,2.0,1.0,4,4,4,2,0.0,0.0,0.0,0.0,0.0,1.0,2,3,1,2,1,1,3,2,2,1.0,0,0,0,0,0,1,2,3,2,3,1.0,2.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,1,2,2,1,3,3,2,2,3,2,0,0,0,0,0,0,1,2,1,1,4,1,2,1.0,17,12.0,1.0,2,1,13,1,3,1,1,4,0,0,1,1,2,20180308,14.28333333,2,2,,0.727873165
211,824,,1,1,1,1,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2,1,4,1,4,1,1,0,1,1,1,1,0,0,0,5.0,1,,,,1.0,,,,,,,,,,,,,1,1.0,1.0,1.0,1.0,1,0,1,1,0,1,0,0,1,1,1,1,3,3,3.0,3,1.0,1.0,2.0,1.0,1,4,4,3,,,,,,,1,1,1,1,3,3,1,1,1,1.0,0,0,0,0,0,1,1,1,2,4,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,2,1,4,2,1,0,1,0,0,1,0,3,1,4,4,1,1,1.0,14,10.0,2.0,3,2,5,1,4,1,2,6,0,1,2,3,1,20180408,30.11666667,2,2,,0.202585655
212,826,,1,4,1,2,0,0,1,0,0,0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,98,1,1,4,4,4,3,1,0,1,1,1,1,0,0,0,2.0,3,,,,,,,,,,,,,,,,,4,2.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,3,2,2,3,3,1,3.0,3,1.0,2.0,2.0,2.0,4,4,2,3,,,,,,,4,4,4,3,2,2,1,2,2,2.0,0,0,0,0,0,1,2,2,2,1,3.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,2,1,2,1,4,4,3,3,4,4,0,0,0,0,0,0,1,2,3,3,1,3,1,1.0,15,10.0,4.0,1,1,10,1,4,1,4,5,0,2,0,1,2,20180309,20.93333333,2,2,,0.410057245
213,832,,2,2,2,3,0,0,0,0,0,1,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1,4,4,4,2,2,0,0,0,0,1,0,0,0,,3,,,,,,,,,,,,,,,,,4,3.0,4.0,2.0,4.0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3.0,3,1.0,1.0,2.0,1.0,4,4,4,4,,,,,,,77,3,1,1,3,2,,1,1,,0,0,0,0,0,1,2,2,2,4,3.0,1.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,1,1,2,2,1,1,1,1,2,1,1,0,1,0,0,1,0,4,1,4,4,4,2,2.0,13,12.0,3.0,1,1,12,1,4,1,4,6,1,0,1,1,4,20180325,13.81666667,2,2,,2.13214767
214,845,,2,4,2,2,0,1,1,1,1,0,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,4,1,4,2,1,0,1,1,1,1,0,1,0,5.0,1,1.0,,,,,,,,,,,,,,,,1,4.0,2.0,2.0,3.0,1,1,1,0,0,1,0,0,2,1,1,2,3,2,2.0,2,1.0,1.0,2.0,1.0,1,4,4,1,0.0,0.0,0.0,1.0,1.0,0.0,2,3,2,2,1,3,3,1,1,1.0,0,0,0,0,0,1,2,2,1,2,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2,2,1,1,4,4,4,2,3,4,0,0,0,0,0,0,1,3,1,1,4,1,2,2.0,16,13.0,1.0,1,1,15,1,2,0,2,4,0,0,0,2,2,20180308,14.68333333,2,2,,1.246152884
215,850,,1,1,1,3,0,1,0,0,0,0,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1,4,4,4,1,1,0,1,0,1,1,0,0,0,4.0,1,,,,,,,1.0,,,,,,,,,,2,2.0,2.0,1.0,2.0,1,0,1,0,0,0,0,0,1,1,1,1,3,3,2.0,1,1.0,1.0,2.0,1.0,4,3,4,2,1.0,0.0,0.0,1.0,0.0,0.0,2,2,2,2,1,1,1,2,2,1.0,0,0,0,0,0,1,1,2,2,3,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,1,1,1,1,3,3,2,2,2,3,1,0,0,0,0,0,0,3,1,1,4,1,1,1.0,13,12.0,4.0,1,1,17,1,2,1,4,4,0,0,0,2,2,20180402,9.483333333,2,2,,0.571668958
216,858,,2,2,2,2,0,1,0,1,1,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,2,2,3,1,1,0,1,1,1,1,0,0,0,4.0,1,1.0,,,1.0,,,,,,,,,,,,,3,2.0,2.0,2.0,2.0,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2.0,2,2.0,1.0,2.0,1.0,2,2,4,3,,,,,,,1,3,2,1,1,1,1,1,1,1.0,1,0,0,0,1,0,1,1,1,2,2.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2,1,2,2,2,4,3,3,4,2,1,1,1,0,1,1,0,3,2,1,3,1,4,1.0,15,10.0,1.0,4,1,10,1,4,1,4,5,2,0,1,0,2,20180308,12.33333333,2,2,,0.449289356
217,868,,2,3,2,2,0,0,0,1,0,0,2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2,1,2,4,3,3,2,1,0,0,0,1,1,0,0,0,5.0,1,1.0,,,,,1.0,,,,,,,,,,,4,4.0,4.0,2.0,4.0,0,0,0,0,0,0,0,1,2,1,1,2,2,3,3.0,3,2.0,2.0,2.0,2.0,3,3,4,3,,,,,,,1,3,1,1,1,3,3,1,1,1.0,1,0,0,0,0,0,2,1,1,3,1.0,3.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,2,2,1,2,2,4,4,2,2,3,1,0,1,1,1,1,0,3,1,3,1,1,2,1.0,16,11.0,3.0,2,2,11,1,4,1,4,6,0,0,1,2,4,20180308,35.51666667,2,2,,0.582196065
218,874,,2,4,2,3,0,0,0,1,0,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1,4,1,4,1,1,1,1,0,1,1,0,0,0,5.0,3,,,,,,,,,,,,,,,,,3,2.0,3.0,2.0,4.0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3.0,3,1.0,1.0,2.0,1.0,2,4,4,3,,,,,,,2,2,3,2,1,1,3,1,1,1.0,0,0,0,0,1,0,1,2,4,3,2.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1,1,1,1,3,4,3,3,4,4,0,0,0,0,0,0,1,3,1,1,2,1,1,2.0,16,11.0,2.0,1,1,9,1,4,1,3,2,0,0,0,1,1,20180307,10.8,2,2,,0.464124656
219,875,,2,2,1,3,0,0,1,0,0,0,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,2,1,1,4,3,4,1,1,1,1,1,0,1,0,0,0,2.0,2,,,,,,,,,,,,,,1.0,,,4,4.0,3.0,2.0,4.0,0,0,1,0,0,0,0,0,3,2,2,2,3,3,3.0,3,1.0,1.0,2.0,1.0,4,4,4,2,1.0,0.0,0.0,0.0,1.0,0.0,2,77,2,4,3,3,3,2,2,2.0,0,0,0,0,0,1,1,2,2,4,3.0,2.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2,1,1,1,4,4,4,4,1,4,0,0,0,0,0,0,1,4,3,4,1,2,1,1.0,15,12.0,1.0,1,1,12,1,2,1,3,6,0,0,1,2,5,20180308,22.83333333,2,2,,0.548684337
220,882,,1,3,2,2,0,0,0,1,0,0,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,2,2,1,3,4,3,1,1,1,1,1,1,1,0,0,0,3.0,3,,,,,,,,,,,,,,,,,2,2.0,1.0,2.0,2.0,1,0,0,0,0,0,1,0,1,2,1,2,3,2,3.0,3,1.0,1.0,2.0,1.0,3,3,3,3,,,,,,,3,3,3,3,3,1,1,1,1,1.0,1,0,0,0,0,0,1,1,1,3,3.0,2.0,4.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1,1,1,1,2,2,2,1,2,2,1,0,0,0,0,0,0,1,1,3,2,1,2,2.0,13,9.0,1.0,3,2,11,0,4,1,4,5,0,1,0,1,3,20180322,13.4,2,2,,0.969504642
222,885,,2,4,4,2,0,0,0,1,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,1,1,4,4,4,2,1,0,0,0,0,1,0,0,0,,3,,,,,,,,,,,,,,,,,4,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,1,3,2,3,3,3,2,3.0,3,1.0,1.0,2.0,1.0,2,4,4,3,,,,,,,3,3,3,3,1,1,3,1,1,2.0,0,0,0,0,0,1,2,2,1,3,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2,2,2,2,3,4,4,3,3,3,0,0,0,0,0,0,1,4,2,3,2,2,3,2.0,16,11.0,1.0,1,1,8,0,4,1,2,6,0,0,2,2,2,20180308,33.83333333,2,2,,0.311839961
223,888,,1,2,1,3,0,1,1,1,1,0,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,4,2,4,2,1,0,1,0,0,1,0,0,0,5.0,2,,,,,,,,,1.0,,,,,,,,4,2.0,2.0,2.0,4.0,1,0,1,0,0,1,0,0,1,1,1,2,2,2,2.0,2,2.0,1.0,2.0,1.0,1,1,2,1,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2,1,1,1,1,1,1.0,1,0,0,0,1,0,1,1,1,1,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3,3,3,1,3,2,2,2,2,2,1,0,1,0,1,0,0,2,1,4,1,1,2,1.0,15,14.0,1.0,1,1,13,1,2,1,3,5,0,0,1,2,2,20180316,9.8,2,2,,1.061174356
224,894,,2,1,1,2,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,2,1,1,2,3,1,1,0,0,1,0,1,0,0,0,3.0,3,,,,,,,,,,,,,,,,,3,3.0,2.0,2.0,2.0,1,0,1,1,1,1,1,0,1,1,2,2,2,1,2.0,2,1.0,1.0,2.0,2.0,1,2,1,1,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1,1,1,1,2,2,2,1.0,1,0,1,0,1,0,1,2,1,1,2.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1,1,1,1,4,2,3,3,3,3,1,1,1,0,0,0,0,2,2,2,3,2,3,2.0,13,1.0,4.0,1,2,5,0,4,1,4,6,0,1,2,0,3,20180311,9.133333333,2,2,,0.888537739
225,900,,2,4,3,3,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1,4,2,4,1,1,0,1,1,1,1,0,0,0,3.0,3,,,,,,,,,,,,,,,,,2,2.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3.0,3,2.0,1.0,2.0,1.0,3,2,2,2,0.0,0.0,0.0,0.0,0.0,1.0,77,2,3,77,1,1,1,2,2,1.0,0,0,0,0,1,0,1,2,1,1,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,3,3,2,3,3,3,3,3,3,3,0,0,0,0,0,1,0,2,1,2,2,1,1,1.0,15,10.0,4.0,3,2,11,1,3,1,2,5,0,0,2,1,2,20180308,13.03333333,2,2,,0.117735666
226,903,,1,1,1,3,1,0,1,1,1,0,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,4,4,3,1,1,1,1,1,1,1,0,0,0,5.0,3,,,,,,,,,,,,,,,,,3,1.0,2.0,2.0,3.0,1,0,1,0,1,1,1,0,1,1,2,2,3,3,2.0,3,1.0,1.0,2.0,1.0,98,98,98,4,,,,,,,2,2,1,2,3,3,3,2,2,1.0,0,0,0,0,0,1,1,2,2,2,2.0,2.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,3,3,3,3,2,4,2,1,3,3,0,0,0,0,0,1,0,2,1,1,2,1,1,1.0,13,13.0,1.0,1,1,13,1,2,1,4,2,0,0,0,1,1,20180307,56.38333333,2,2,,0.405724259
